FD_ID;YLD_ID;YLD_AMT;CF_DT_ENT
975.00000;455.00000;6.76200;12.08.2004
975.00000;985.00000;16.90600;12.08.2004
976.00000;455.00000;5.91700;12.08.2004
976.00000;985.00000;14.79300;12.08.2004
977.00000;455.00000;8.03000;12.08.2004
977.00000;985.00000;20.07600;12.08.2004
978.00000;455.00000;9.72100;12.08.2004
978.00000;985.00000;24.30300;12.08.2004
979.00000;455.00000;5.49500;12.08.2004
979.00000;985.00000;13.73600;12.08.2004
980.00000;455.00000;7.18500;12.08.2004
980.00000;985.00000;17.96300;12.08.2004
981.00000;455.00000;7.18500;11.08.2004
981.00000;985.00000;17.96300;11.08.2004
982.00000;985.00000;17.33000;12.08.2004
983.00000;455.00000;7.18500;12.08.2004
983.00000;985.00000;17.96300;12.08.2004
984.00000;985.00000;36.35000;11.08.2004
985.00000;455.00000;9.72100;12.08.2004
985.00000;985.00000;24.30300;12.08.2004
986.00000;455.00000;8.03000;11.08.2004
986.00000;985.00000;20.07600;11.08.2004
987.00000;455.00000;7.18200;12.08.2004
987.00000;985.00000;17.96300;12.08.2004
988.00000;455.00000;10.14400;12.08.2004
988.00000;985.00000;25.35900;12.08.2004
990.00000;1390.00000;8.93000;12.08.2004
994.00000;455.00000;23.66900;12.08.2004
994.00000;921.00000;29.38000;12.08.2004
994.00000;985.00000;59.17200;12.08.2004
1000.00000;455.00000;4.01500;12.08.2004
1000.00000;1390.00000;2.10000;12.08.2004
1002.00000;455.00000;9.25600;12.08.2004
1002.00000;1390.00000;5.55000;12.08.2004
1004.00000;455.00000;9.76300;12.08.2004
1004.00000;1390.00000;5.86000;12.08.2004
1006.00000;455.00000;8.87620;10.03.2008
1006.00000;1390.00000;5.40000;12.08.2004
1007.00000;455.00000;10.14400;12.08.2004
1007.00000;1390.00000;6.09000;12.08.2004
1008.00000;455.00000;9.00300;12.08.2004
1008.00000;1390.00000;5.40000;12.08.2004
1010.00000;455.00000;10.48200;12.08.2004
1010.00000;1390.00000;6.29000;12.08.2004
1011.00000;455.00000;10.48200;12.08.2004
1011.00000;1390.00000;6.29000;12.08.2004
1012.00000;985.00000;15.64000;12.08.2004
1014.00000;985.00000;132.61000;12.08.2004
1016.00000;985.00000;132.61000;12.08.2004
1020.00000;985.00000;135.78000;12.08.2004
1116.00000;985.00000;138.95000;12.08.2004
1118.00000;985.00000;142.12000;12.08.2004
1119.00000;985.00000;132.61000;12.08.2004
1120.00000;455.00000;3.99800;12.08.2004
1120.00000;985.00000;9.99600;12.08.2004
1121.00000;985.00000;132.61000;12.08.2004
1163.00000;674.00000;26.33400;01.05.1997
1163.00000;797.00000;13.00000;23.10.2000
1199.00000;673.00000;12.53700;15.10.2004
1199.00000;674.00000;26.33400;15.10.2004
1199.00000;797.00000;13.00000;15.10.2004
1219.00000;673.00000;12.53700;15.08.2001
1219.00000;674.00000;26.33400;01.05.1997
1224.00000;1582.00000;44.00000;12.08.2004
1228.00000;1582.00000;40.00000;11.08.2004
1281.00000;680.00000;70.16000;10.06.2004
1395.00000;1582.00000;30.00000;12.08.2004
1397.00000;1582.00000;44.00000;12.08.2004
1399.00000;1582.00000;44.00000;12.08.2004
1401.00000;1582.00000;47.00000;12.08.2004
1403.00000;1582.00000;45.00000;12.08.2004
1405.00000;1582.00000;30.00000;12.08.2004
1413.00000;1582.00000;28.00000;22.05.2009
1415.00000;1582.00000;33.00000;22.05.2009
1419.00000;1582.00000;42.00000;22.05.2009
1421.00000;1582.00000;43.00000;22.05.2009
1423.00000;1582.00000;43.00000;22.05.2009
1431.00000;1582.00000;23.00000;12.08.2004
1435.00000;1582.00000;33.00000;22.05.2009
1437.00000;1582.00000;30.00000;22.05.2009
1439.00000;1582.00000;30.00000;22.05.2009
1441.00000;1582.00000;30.00000;12.08.2004
1443.00000;1582.00000;25.00000;12.08.2004
1445.00000;1582.00000;25.00000;12.08.2004
1447.00000;1582.00000;30.00000;12.08.2004
1449.00000;1582.00000;37.00000;28.09.2007
1451.00000;1582.00000;30.00000;12.08.2004
1455.00000;1582.00000;30.00000;12.08.2004
1458.00000;1582.00000;30.00000;12.08.2004
1462.00000;1582.00000;27.00000;12.08.2004
1464.00000;1582.00000;30.00000;22.05.2009
1466.00000;1582.00000;35.00000;28.09.2007
1468.00000;1582.00000;30.00000;22.05.2009
1470.00000;1582.00000;35.00000;28.09.2007
1480.00000;1582.00000;30.00000;12.08.2004
1496.00000;921.00000;37.16500;12.08.2004
1496.00000;985.00000;74.33000;12.08.2004
1571.00000;921.00000;36.46000;12.08.2004
1571.00000;985.00000;72.92000;12.08.2004
1572.00000;460.00000;1.96000;01.05.1997
1589.00000;1044.00000;47.00000;29.04.2003
1589.00000;1045.00000;5.90000;29.04.2003
1594.00000;1044.00000;38.00000;29.04.2003
1594.00000;1045.00000;5.00000;29.04.2003
1619.00000;461.00000;0.86000;01.05.1997
1626.00000;921.00000;37.69000;12.08.2004
1626.00000;985.00000;75.38000;12.08.2004
1658.00000;921.00000;38.04500;12.08.2004
1658.00000;985.00000;76.09000;12.08.2004
1719.00000;921.00000;38.04500;12.08.2004
1719.00000;985.00000;76.09000;12.08.2004
1724.00000;921.00000;37.51100;12.08.2004
1724.00000;985.00000;75.02200;12.08.2004
1753.00000;921.00000;37.16500;12.08.2004
1753.00000;985.00000;74.33000;12.08.2004
1762.00000;683.00000;67.01940;16.12.2003
1764.00000;683.00000;45.94600;01.05.1997
1766.00000;683.00000;55.55500;01.05.1997
1768.00000;683.00000;49.70800;01.05.1997
1770.00000;683.00000;53.12500;01.05.1997
1772.00000;683.00000;43.59000;01.05.1997
1774.00000;683.00000;58.27800;01.05.1997
1775.00000;683.00000;56.29100;01.05.1997
1776.00000;683.00000;58.94000;01.05.1997
1778.00000;683.00000;52.98000;01.05.1997
1779.00000;683.00000;52.17900;01.05.1997
1780.00000;683.00000;53.64200;01.05.1997
1782.00000;683.00000;54.96700;01.05.1997
1783.00000;683.00000;54.30500;01.05.1997
1784.00000;683.00000;55.55600;01.05.1997
1786.00000;683.00000;49.00700;01.05.1997
1787.00000;683.00000;49.00700;01.05.1997
1788.00000;683.00000;50.92600;01.05.1997
1790.00000;683.00000;49.66900;01.05.1997
1791.00000;683.00000;49.00700;01.05.1997
1792.00000;683.00000;49.38300;01.05.1997
1794.00000;683.00000;44.37100;01.05.1997
1795.00000;683.00000;44.37100;01.05.1997
1796.00000;683.00000;45.41400;01.05.1997
1798.00000;683.00000;52.98000;01.05.1997
1799.00000;683.00000;49.66900;01.05.1997
1800.00000;683.00000;50.92600;01.05.1997
1802.00000;683.00000;47.68200;01.05.1997
1803.00000;683.00000;44.37100;01.05.1997
1804.00000;683.00000;45.85500;01.05.1997
1808.00000;683.00000;67.24000;01.05.1997
1812.00000;683.00000;61.94900;01.05.1997
1814.00000;683.00000;56.29100;01.05.1997
1816.00000;683.00000;47.22200;01.05.1997
1818.00000;683.00000;55.55600;01.05.1997
1819.00000;683.00000;54.14000;01.05.1997
1821.00000;683.00000;43.65100;01.05.1997
1822.00000;683.00000;42.10800;01.05.1997
1823.00000;683.00000;76.00000;01.05.1997
1824.00000;683.00000;46.66700;01.05.1997
1825.00000;683.00000;56.33300;01.05.1997
1826.00000;683.00000;57.70900;16.05.2003
1827.00000;683.00000;66.00000;01.05.1997
1828.00000;683.00000;40.66700;01.05.1997
1829.00000;683.00000;49.00000;01.05.1997
1830.00000;683.00000;52.46900;01.05.1997
1831.00000;683.00000;50.92600;01.05.1997
1833.00000;683.00000;84.21500;01.05.1997
1835.00000;683.00000;37.69800;01.05.1997
1837.00000;683.00000;93.03400;01.05.1997
1842.00000;683.00000;56.66700;01.05.1997
1845.00000;683.00000;78.04200;01.05.1997
1847.00000;683.00000;66.13800;01.05.1997
1850.00000;683.00000;54.01200;01.05.1997
1852.00000;683.00000;65.91700;01.05.1997
1855.00000;683.00000;50.92800;01.05.1997
1856.00000;683.00000;27.94100;01.05.1997
1861.00000;681.00000;85.00000;01.05.1997
1863.00000;681.00000;88.54200;01.05.1997
1865.00000;681.00000;83.33300;01.05.1997
1869.00000;675.00000;59.50000;01.05.1997
1869.00000;683.00000;91.04900;01.05.1997
1872.00000;681.00000;61.59400;01.05.1997
1876.00000;681.00000;62.50000;01.05.1997
1877.00000;681.00000;55.55600;01.05.1997
1878.00000;681.00000;41.06300;01.05.1997
1881.00000;683.00000;60.62600;01.05.1997
1882.00000;683.00000;45.59500;01.05.1997
1883.00000;683.00000;42.38400;01.05.1997
1884.00000;683.00000;51.65600;01.05.1997
1885.00000;683.00000;48.34400;01.05.1997
1888.00000;681.00000;85.85900;01.05.1997
1889.00000;681.00000;86.73500;01.05.1997
1892.00000;683.00000;54.45300;01.05.1997
1894.00000;683.00000;40.22000;29.08.2006
1896.00000;683.00000;71.68100;01.05.1997
1897.00000;683.00000;70.79600;01.05.1997
1898.00000;683.00000;66.37200;01.05.1997
1899.00000;683.00000;69.88500;01.05.1997
1901.00000;683.00000;63.71700;01.05.1997
1902.00000;683.00000;62.83200;01.05.1997
1903.00000;683.00000;58.40700;01.05.1997
1904.00000;683.00000;62.39000;01.05.1997
1906.00000;683.00000;51.80800;01.05.1997
1907.00000;683.00000;53.13100;01.05.1997
1909.00000;683.00000;43.65100;01.05.1997
1910.00000;683.00000;42.54900;01.05.1997
1912.00000;683.00000;72.56600;01.05.1997
1913.00000;683.00000;65.48700;01.05.1997
1914.00000;683.00000;69.44400;01.05.1997
1916.00000;683.00000;70.79600;01.05.1997
1917.00000;683.00000;62.83200;01.05.1997
1918.00000;683.00000;67.90100;01.05.1997
1924.00000;683.00000;57.54000;01.05.1997
1926.00000;683.00000;52.02800;01.05.1997
1932.00000;683.00000;77.41000;21.07.2006
1934.00000;683.00000;47.39000;29.08.2006
1938.00000;683.00000;88.54200;01.05.1997
1941.00000;681.00000;92.89200;01.05.1997
1944.00000;683.00000;78.65000;21.07.2006
1961.00000;683.00000;67.25700;01.05.1997
1962.00000;683.00000;64.60200;01.05.1997
1964.00000;683.00000;72.01000;28.06.2006
1966.00000;683.00000;69.14000;28.06.2006
1968.00000;683.00000;78.24000;29.06.2006
1970.00000;683.00000;68.61000;30.06.2006
1971.00000;683.00000;69.33000;01.05.1997
1972.00000;683.00000;86.97000;28.08.2006
1974.00000;683.00000;69.20000;28.08.2006
1976.00000;681.00000;81.12900;01.05.1997
2068.00000;458.00000;0.77000;03.06.2003
2071.00000;458.00000;0.63000;03.06.2003
2173.00000;921.00000;12.00000;12.08.2004
2173.00000;1584.00000;;23.07.2004
2175.00000;921.00000;19.32000;12.08.2004
2175.00000;1584.00000;;23.07.2004
2177.00000;921.00000;28.00000;12.08.2004
2177.00000;1584.00000;;23.07.2004
2393.00000;458.00000;1.25000;08.07.2003
2426.00000;921.00000;23.77000;13.08.2004
2426.00000;1584.00000;23.77000;13.08.2004
2428.00000;921.00000;28.00000;13.08.2004
2428.00000;1584.00000;28.00000;13.08.2004
2429.00000;645.00000;822.00000;01.05.1997
2429.00000;921.00000;;21.05.2007
2566.00000;457.00000;2.06000;01.05.1997
2590.00000;1327.00000;29.58600;07.08.2003
2651.00000;683.00000;77.58600;01.05.1997
2652.00000;683.00000;86.53800;01.05.1997
2654.00000;683.00000;56.60400;01.05.1997
2655.00000;683.00000;43.47800;01.05.1997
2656.00000;683.00000;74.07400;01.05.1997
2657.00000;683.00000;65.03500;01.05.1997
2659.00000;683.00000;67.16400;01.05.1997
2662.00000;683.00000;48.91300;01.05.1997
2664.00000;683.00000;67.66900;01.05.1997
2667.00000;683.00000;84.11200;01.05.1997
2669.00000;683.00000;56.96200;01.05.1997
2684.00000;683.00000;76.27100;01.05.1997
2685.00000;683.00000;59.21100;01.05.1997
2686.00000;683.00000;74.38000;01.05.1997
2687.00000;683.00000;65.12000;19.03.2001
2688.00000;683.00000;75.00000;01.05.1997
2689.00000;683.00000;65.21700;01.05.1997
2691.00000;683.00000;74.38000;01.05.1997
2692.00000;683.00000;58.06500;01.05.1997
2693.00000;683.00000;70.86600;01.05.1997
2694.00000;683.00000;65.12000;19.03.2001
2695.00000;683.00000;72.00000;01.05.1997
2696.00000;683.00000;61.08000;01.03.2001
2697.00000;683.00000;70.31300;01.05.1997
2698.00000;683.00000;55.90100;01.05.1997
2699.00000;683.00000;67.16400;01.05.1997
2700.00000;683.00000;60.26000;19.03.2001
2701.00000;683.00000;67.66900;01.05.1997
2702.00000;683.00000;55.73000;19.03.2001
2704.00000;683.00000;69.23100;01.05.1997
2712.00000;683.00000;69.22400;01.05.1997
2713.00000;683.00000;58.20100;01.05.1997
2757.00000;683.00000;48.38700;01.05.1997
2759.00000;683.00000;32.49100;01.05.1997
2790.00000;681.00000;70.31300;01.05.1997
2825.00000;683.00000;58.82400;01.05.1997
2827.00000;683.00000;51.42900;01.05.1997
2828.00000;683.00000;70.54700;19.09.2002
2841.00000;1588.00000;16.70000;17.08.2004
2862.00000;1591.00000;;25.10.2004
2866.00000;1591.00000;27.80000;17.08.2004
2869.00000;1591.00000;25.40000;17.08.2004
2874.00000;1591.00000;1.80000;17.08.2004
2876.00000;1591.00000;1.80000;17.08.2004
2878.00000;1591.00000;1.80000;17.08.2004
2880.00000;1591.00000;13.00000;24.06.2008
2881.00000;1591.00000;13.00000;24.06.2008
2882.00000;1591.00000;13.00000;24.06.2008
2883.00000;1591.00000;2.59000;18.08.2004
2888.00000;921.00000;37.25300;12.08.2004
2888.00000;985.00000;74.40000;18.08.2004
2890.00000;985.00000;19.02000;26.06.2008
2892.00000;921.00000;38.55600;12.08.2004
2892.00000;985.00000;76.90000;18.08.2004
2894.00000;985.00000;76.90000;18.08.2004
2898.00000;985.00000;22.19000;18.08.2004
2902.00000;985.00000;22.19000;18.08.2004
2907.00000;985.00000;33.83000;18.08.2004
2910.00000;1591.00000;0.52000;18.08.2004
2912.00000;1591.00000;1.04000;18.08.2004
2914.00000;1591.00000;16.83000;18.08.2004
2921.00000;921.00000;37.25300;12.08.2004
2921.00000;985.00000;73.60000;18.08.2004
2939.00000;921.00000;38.48600;12.08.2004
2939.00000;985.00000;76.90000;18.08.2004
2953.00000;1591.00000;13.50000;18.08.2004
2957.00000;985.00000;26.37000;18.08.2004
2962.00000;985.00000;1.56000;18.08.2004
2964.00000;985.00000;30.74000;18.08.2004
2971.00000;985.00000;;25.10.2004
2973.00000;921.00000;37.34100;12.08.2004
2973.00000;985.00000;74.61000;18.08.2004
2975.00000;921.00000;38.31000;12.08.2004
2975.00000;985.00000;76.60000;18.08.2004
2979.00000;985.00000;;22.10.2004
2980.00000;985.00000;26.37000;18.08.2004
2982.00000;985.00000;28.75000;18.08.2004
2992.00000;684.00000;77.98500;01.05.1997
2994.00000;684.00000;54.71700;06.08.2002
3001.00000;684.00000;90.80500;06.08.2002
3005.00000;684.00000;77.94100;01.05.1997
3007.00000;684.00000;77.91400;01.05.1997
3010.00000;684.00000;77.99200;01.05.1997
3012.00000;684.00000;77.94100;01.05.1997
3015.00000;684.00000;77.17000;01.05.1997
3022.00000;684.00000;78.57100;01.05.1997
3027.00000;684.00000;78.07500;01.05.1997
3030.00000;684.00000;78.15100;01.05.1997
3032.00000;684.00000;78.12500;01.05.1997
3035.00000;684.00000;76.66700;01.05.1997
3037.00000;684.00000;78.28300;01.05.1997
3040.00000;684.00000;77.92200;01.05.1997
3042.00000;684.00000;78.57100;01.05.1997
3044.00000;684.00000;78.01000;01.05.1997
3053.00000;684.00000;78.28300;01.05.1997
3057.00000;684.00000;78.29500;01.05.1997
3063.00000;684.00000;78.15100;01.05.1997
3067.00000;684.00000;77.98200;01.05.1997
3076.00000;683.00000;77.94100;01.05.1997
3078.00000;684.00000;77.72000;01.05.1997
3090.00000;684.00000;78.26100;01.05.1997
3094.00000;671.00000;134.00000;12.01.2004
3103.00000;642.00000;2.96300;01.05.1997
3120.00000;683.00000;47.72700;01.05.1997
3134.00000;684.00000;78.48100;01.05.1997
3135.00000;684.00000;77.98700;01.05.1997
3136.00000;684.00000;78.00000;01.05.1997
3137.00000;684.00000;77.58600;01.05.1997
3138.00000;684.00000;78.12500;01.05.1997
3139.00000;684.00000;92.59400;01.05.1997
3140.00000;684.00000;77.86900;01.05.1997
3141.00000;684.00000;77.94100;01.05.1997
3142.00000;684.00000;77.77800;01.05.1997
3143.00000;684.00000;77.94100;01.05.1997
3144.00000;684.00000;78.26100;01.05.1997
3145.00000;684.00000;78.23800;01.05.1997
3146.00000;684.00000;78.23800;01.05.1997
3147.00000;684.00000;77.77800;01.05.1997
3148.00000;684.00000;78.22200;01.05.1997
3151.00000;684.00000;77.98700;01.05.1997
3152.00000;684.00000;78.23800;01.05.1997
3153.00000;684.00000;77.84100;01.05.1997
3155.00000;684.00000;78.23800;01.05.1997
3156.00000;684.00000;77.77800;01.05.1997
3157.00000;684.00000;77.77800;01.05.1997
3158.00000;684.00000;77.77800;01.05.1997
3159.00000;684.00000;77.98700;01.05.1997
3160.00000;684.00000;78.12500;01.05.1997
3161.00000;684.00000;78.15100;01.05.1997
3162.00000;684.00000;78.26100;01.05.1997
3163.00000;684.00000;78.12500;01.05.1997
3164.00000;684.00000;77.98700;01.05.1997
3165.00000;684.00000;77.08300;01.05.1997
3166.00000;684.00000;113.13000;06.08.2002
3168.00000;684.00000;77.94100;01.05.1997
3169.00000;684.00000;77.77800;01.05.1997
3170.00000;684.00000;77.77800;01.05.1997
3171.00000;684.00000;78.07500;06.08.2002
3172.00000;670.00000;130.65800;01.05.1997
3174.00000;672.00000;161.70900;01.05.1997
3179.00000;684.00000;89.93700;01.05.1997
3181.00000;684.00000;89.93700;01.05.1997
3183.00000;684.00000;89.89900;01.05.1997
3185.00000;684.00000;89.93700;01.05.1997
3187.00000;684.00000;78.26300;01.05.1997
3193.00000;684.00000;89.89900;01.05.1997
3195.00000;684.00000;77.92200;01.05.1997
3199.00000;684.00000;77.72000;01.05.1997
3206.00000;684.00000;89.93700;01.05.1997
3215.00000;684.00000;78.48100;01.05.1997
3220.00000;684.00000;78.28300;01.05.1997
3227.00000;684.00000;78.97300;01.05.1997
3228.00000;684.00000;78.87000;01.05.1997
3243.00000;921.00000;41.90000;12.08.2004
3243.00000;1591.00000;40.00000;04.12.2007
3252.00000;921.00000;33.70000;12.08.2004
3252.00000;1591.00000;40.00000;04.12.2007
3255.00000;921.00000;32.25000;12.08.2004
3255.00000;1591.00000;40.00000;04.12.2007
3257.00000;921.00000;32.25000;12.08.2004
3257.00000;1591.00000;40.00000;04.12.2007
3259.00000;921.00000;32.25000;12.08.2004
3259.00000;1591.00000;40.00000;04.12.2007
3267.00000;921.00000;33.16000;12.08.2004
3267.00000;1591.00000;40.00000;04.12.2007
3269.00000;921.00000;30.80000;12.08.2004
3269.00000;1591.00000;40.00000;04.12.2007
3272.00000;921.00000;31.15000;12.08.2004
3272.00000;1591.00000;40.00000;04.12.2007
3274.00000;921.00000;32.25000;12.08.2004
3274.00000;1591.00000;40.00000;04.12.2007
3280.00000;921.00000;20.08000;12.08.2004
3280.00000;1591.00000;40.00000;04.12.2007
3282.00000;921.00000;20.08000;12.08.2004
3282.00000;1591.00000;40.00000;04.12.2007
3286.00000;921.00000;35.34000;12.08.2004
3286.00000;1591.00000;40.00000;04.12.2007
3288.00000;921.00000;38.46000;12.08.2004
3288.00000;1591.00000;40.00000;04.12.2007
3291.00000;921.00000;32.25000;12.08.2004
3291.00000;1591.00000;40.00000;04.12.2007
3293.00000;921.00000;30.24000;12.08.2004
3293.00000;1591.00000;40.00000;04.12.2007
3295.00000;921.00000;32.25000;12.08.2004
3295.00000;1591.00000;40.00000;04.12.2007
3297.00000;921.00000;39.73000;12.08.2004
3297.00000;1591.00000;40.00000;04.12.2007
3300.00000;921.00000;37.23000;12.08.2004
3300.00000;1591.00000;40.00000;04.12.2007
3303.00000;1327.00000;53.88800;28.04.2010
3305.00000;1327.00000;53.88800;28.04.2010
3307.00000;1327.00000;53.88800;28.04.2010
3312.00000;921.00000;30.61000;12.08.2004
3312.00000;1591.00000;40.00000;04.12.2007
3334.00000;921.00000;31.15000;12.08.2004
3334.00000;1591.00000;40.00000;04.12.2007
3336.00000;921.00000;31.33000;12.08.2004
3336.00000;1591.00000;40.00000;04.12.2007
3376.00000;921.00000;31.16000;12.08.2004
3376.00000;1591.00000;40.00000;04.12.2007
3380.00000;921.00000;32.25000;12.08.2004
3380.00000;1591.00000;40.00000;04.12.2007
3381.00000;921.00000;32.25000;12.08.2004
3381.00000;1591.00000;40.00000;04.12.2007
3383.00000;921.00000;33.16000;12.08.2004
3383.00000;1591.00000;40.00000;04.12.2007
3385.00000;921.00000;32.61000;12.08.2004
3385.00000;1591.00000;40.00000;04.12.2007
3387.00000;921.00000;30.97000;12.08.2004
3387.00000;1591.00000;40.00000;04.12.2007
3389.00000;921.00000;28.88000;12.08.2004
3389.00000;1591.00000;40.00000;04.12.2007
3392.00000;921.00000;37.01000;12.02.2010
3392.00000;1591.00000;51.81000;12.02.2010
3394.00000;921.00000;34.52000;12.08.2004
3394.00000;1591.00000;40.00000;04.12.2007
3396.00000;1327.00000;53.88800;28.04.2010
3400.00000;921.00000;29.31000;12.08.2004
3400.00000;1591.00000;40.00000;04.12.2007
3423.00000;683.00000;41.22600;01.05.1997
3425.00000;683.00000;63.05100;01.05.1997
3429.00000;683.00000;28.21900;01.05.1997
3433.00000;683.00000;48.06000;01.05.1997
3445.00000;683.00000;54.16700;01.05.1997
3446.00000;683.00000;38.33300;01.05.1997
3452.00000;683.00000;32.40700;01.05.1997
3460.00000;683.00000;44.53300;01.05.1997
3479.00000;683.00000;59.96500;01.05.1997
3480.00000;683.00000;72.09000;01.05.1997
3482.00000;683.00000;48.94200;01.05.1997
3484.00000;683.00000;36.15500;01.05.1997
3486.00000;683.00000;63.05100;01.05.1997
3488.00000;683.00000;37.03700;01.05.1997
3490.00000;683.00000;30.42300;01.05.1997
3492.00000;683.00000;56.87800;01.05.1997
3494.00000;683.00000;48.06000;01.05.1997
3495.00000;683.00000;76.47100;01.05.1997
3496.00000;683.00000;50.58800;01.05.1997
3497.00000;683.00000;49.41200;01.05.1997
3498.00000;683.00000;35.29400;01.05.1997
3500.00000;683.00000;53.13100;01.05.1997
3502.00000;683.00000;33.51000;01.05.1997
3504.00000;683.00000;45.41400;01.05.1997
3506.00000;683.00000;34.61200;17.10.2003
3508.00000;683.00000;46.07600;01.05.1997
3510.00000;683.00000;42.32800;01.05.1997
3512.00000;683.00000;63.93300;01.05.1997
3514.00000;683.00000;59.96500;01.05.1997
3515.00000;683.00000;65.03500;01.05.1997
3516.00000;683.00000;67.01900;01.05.1997
3517.00000;683.00000;78.92400;01.05.1997
3519.00000;683.00000;58.86200;01.05.1997
3520.00000;683.00000;65.03500;01.05.1997
3521.00000;683.00000;54.41000;01.05.1997
3522.00000;683.00000;77.38100;01.05.1997
3523.00000;683.00000;64.10300;01.05.1997
3524.00000;683.00000;41.02600;01.05.1997
3525.00000;683.00000;50.48500;01.05.1997
3526.00000;683.00000;57.94900;21.10.2003
3527.00000;683.00000;35.38500;21.10.2003
3528.00000;683.00000;45.85500;01.05.1997
3530.00000;683.00000;39.02100;01.05.1997
3531.00000;683.00000;52.91000;01.05.1997
3533.00000;683.00000;35.93500;01.05.1997
3534.00000;683.00000;47.39900;01.05.1997
3536.00000;683.00000;42.10800;01.05.1997
3537.00000;683.00000;58.40000;28.06.2001
3539.00000;683.00000;40.12300;01.05.1997
3540.00000;683.00000;55.18000;28.06.2001
3541.00000;683.00000;78.96100;01.05.1997
3542.00000;683.00000;44.93500;01.05.1997
3543.00000;683.00000;62.39000;01.05.1997
3544.00000;683.00000;75.06500;01.05.1997
3545.00000;683.00000;41.55800;01.05.1997
3546.00000;683.00000;59.96500;01.05.1997
3548.00000;683.00000;41.00500;01.05.1997
3549.00000;683.00000;53.79200;01.05.1997
3551.00000;683.00000;38.36000;01.05.1997
3552.00000;683.00000;52.02800;01.05.1997
3554.00000;683.00000;45.19400;01.05.1997
3555.00000;683.00000;59.30300;01.05.1997
3557.00000;683.00000;40.34400;01.05.1997
3558.00000;683.00000;55.33500;01.05.1997
3560.00000;683.00000;57.98100;01.05.1997
3562.00000;683.00000;65.91700;01.05.1997
3564.00000;682.00000;74.95600;01.05.1997
3566.00000;682.00000;61.06700;01.05.1997
3568.00000;682.00000;69.00400;01.05.1997
3570.00000;682.00000;74.95600;01.05.1997
3572.00000;682.00000;74.95600;01.05.1997
